Date,Open,High,Low,Close,Volume,SMA_10,SMA_50,RSI
,LLY,LLY,LLY,LLY,LLY,,,
2015-01-02,57.566520745555984,58.432867676474466,57.525270026663414,57.8057975769043,3146200,,,
2015-01-05,57.53355571883642,57.830582468172175,57.055001781398616,57.23652267456055,4845500,,,
2015-01-06,57.69028019026831,58.507123665471745,57.09621449736978,57.525264739990234,5127400,,,
2015-01-07,57.781062919154195,58.19360799930802,56.47741895508292,57.120994567871094,9043000,,,
2015-01-08,57.756313251063915,58.98569587053947,57.47578560827212,58.474143981933594,7472200,,,
2015-01-09,57.78106274947659,57.847071472892566,56.93947355820704,57.69855499267578,8141700,,,
2015-01-12,57.93783808147672,58.25962277382252,57.16225123585401,57.27776336669922,5797600,,,
2015-01-13,57.814080591416584,58.41639931688507,56.77446498749692,57.24476623535156,3364800,,,
2015-01-14,56.741433540807584,57.657283896151014,56.691930157795554,57.55827713012695,3376100,,,
2015-01-15,58.11935693778507,58.804177034188456,57.53354363872547,57.54179000854492,4055000,57.54838752746582,,
2015-01-16,57.41802359797839,58.48239070398488,57.29426510478814,58.31737518310547,4263300,57.599545288085935,,
2015-01-20,58.47414632658354,59.489003774951016,58.47414632658354,59.43124771118164,6163300,57.819017791748045,,
2015-01-21,59.09296317366192,59.819040293110696,58.67216540349995,59.604515075683594,5195900,58.026942825317384,,
2015-01-22,59.975803314557076,59.975803314557076,59.10945616368617,59.78602981567383,4582800,58.29344635009765,,65.42464682097275
2015-01-23,59.78602558754439,60.11606287381835,59.44774193294338,59.51374435424805,2903200,58.3974063873291,,62.76237191393392
2015-01-26,59.29097707137689,59.54675299654599,58.63090245133895,59.497249603271484,3466600,58.57727584838867,,68.41415473413267
2015-01-27,59.20846751619669,59.52199948895958,58.95268530387162,59.1837158203125,3661600,58.76787109375,,63.45413864707538
2015-01-28,59.49726213850224,59.72003375011046,58.383391490582284,58.55665969848633,3105200,58.89906044006348,,61.24048511218353
2015-01-29,58.55664736142719,59.538506627625644,58.10284527328384,59.497249603271484,4416600,59.09295768737793,,58.563594831720565
2015-01-30,60.24807563370025,60.61936995135814,59.05995018403337,59.40648651123047,6720100,59.27942733764648,,66.14683637066562
2015-02-02,59.29922752880588,59.4064869752224,57.94608027352085,59.15071105957031,6274500,59.36276092529297,,68.27717703677011
2015-02-03,59.06819930515291,59.109456329572296,57.63254424347942,58.490638732910156,6811500,59.26870002746582,,60.832150390702736
2015-02-04,57.94608835806216,58.160607280824514,57.56654132099914,57.937835693359375,5376400,59.1020320892334,,53.16821512747179
2015-02-05,58.33388853072855,59.0517194420608,58.31738949256765,58.919708251953125,3847000,59.01539993286133,,59.90526172039319
2015-02-06,58.71343866932068,58.90320594515151,57.9543506811759,58.05336380004883,3246000,58.869361877441406,,48.12658116830912
2015-02-09,57.75631685584335,57.97084208103368,57.24475864037071,57.434532165527344,3771200,58.66309013366699,,34.76069942277648
2015-02-10,57.84706532130768,58.218353334896875,57.66554449868623,58.16884994506836,6888000,58.56160354614258,,39.9071032243012
2015-02-11,58.16885961324476,58.68407179504128,57.91956196465554,58.1273078918457,3456400,58.51866836547852,,38.10488570049821
2015-02-12,58.326740623726764,58.62589522543642,58.027586022017104,58.60927200317383,3383500,58.42987060546875,,43.70316586533865
2015-02-13,58.74224826272855,58.90844249076198,58.32675635274157,58.63421630859375,2691900,58.35264358520508,,43.998720372131906
2015-02-17,58.50956096151802,59.523355673784806,58.41815225419775,59.465187072753906,3971600,58.384091186523435,,51.82587453218553
2015-02-18,59.340550579243555,59.37378434898013,58.33505469738913,59.008155822753906,3800000,58.43584289550781,,52.9948709384386
2015-02-19,58.85854716937222,59.2407987168998,58.80868386150391,59.09953308105469,2337000,58.55201263427735,,47.0269120367017
2015-02-20,58.974891339179905,59.7975631080624,58.3931991707569,59.731082916259766,3461700,58.63315010070801,,52.24497570895706
2015-02-23,59.6729400414898,59.76434875962379,58.75885920005266,59.07463073730469,3378600,58.735276794433595,,49.50144437145094
2015-02-24,58.999833692115736,59.41532547867993,58.59265351645525,58.9167366027832,3158600,58.88349723815918,,52.9889458854129
2015-02-25,58.891836438240816,58.891836438240816,58.21042983410005,58.46803283691406,3029500,58.91341552734375,,53.774291974021935
2015-02-26,58.3101391194447,58.426476359006585,57.78662154141621,58.19380187988281,4544900,58.92006492614746,,44.25357332241376
2015-02-27,58.12730221644433,58.58434574759914,58.094068450453015,58.31011962890625,3353200,58.890149688720705,,52.30641335538305
2015-03-02,58.31009516211573,59.11614995707794,58.30178989405375,59.09953308105469,3815100,58.9366813659668,,64.51181106550945
2015-03-03,59.099559916274636,59.12448841157838,58.2436414247989,58.476322174072266,4137300,58.837794876098634,,52.73279365953354
2015-03-04,58.177155452772496,58.85025004561337,58.01095495213838,58.708984375,3005100,58.807877731323245,,55.00003606985485
2015-03-05,58.783790374559125,59.074633427364574,58.50125893466328,58.659141540527344,3465900,58.763838577270505,,50.463075461499166
2015-03-06,58.384909799765,58.384909799765,56.764487967814325,56.847591400146484,5880800,58.47548942565918,,37.54306770240158
2015-03-09,57.12182127397527,57.95280502505394,56.85590672722621,57.81985092163086,5848000,58.3500114440918,,38.749832414066894
2015-03-10,57.437601412361225,57.69520435654215,56.96394090924297,57.15506362915039,3664900,58.17384414672851,,37.67932153420761
2015-03-11,57.24646047451681,57.61209529225261,56.84759189144304,56.889137268066406,3424500,58.01595458984375,,35.637083284997715
2015-03-12,57.13014298644082,57.86140653430183,56.95563712865254,57.80323791503906,2724000,57.976898193359375,,37.91676130861724
2015-03-13,57.67855844528515,58.210387292038774,57.454189386245375,58.07742691040039,3223800,57.95362892150879,,43.4352064056028
2015-03-16,58.39321307539735,59.33222857348362,58.318427596736434,59.05800247192383,3922300,57.949475860595705,58.413323135375975,50.83909314858419
2015-03-17,58.75886053317167,59.215904134211016,58.443088988755434,58.866886138916016,2572500,57.98853225708008,58.43454490661621,52.44389926246165
2015-03-18,58.91674215023679,61.634055900665444,58.74223634423698,61.110538482666016,6436200,58.22868766784668,58.51202522277832,64.39709047361711
2015-03-19,60.87787354933293,61.97477188626221,60.32110959793685,61.67561721801758,7051200,58.5303352355957,58.59503227233887,65.90745585644714
2015-03-20,62.5065956625227,63.320956147741946,61.94152648628988,63.25448226928711,10713900,59.171024322509766,58.717702026367185,68.27505322977646
